FIPS,row
17019,18448030
17029,18468114
17033,19441535
17039,19442409
17031,19445100
17037,19450440
17079,19502605
17065,19573365
17067,19573373
17069,19573378
17071,19573383
17061,19574829
17059,19575181
17057,19578864
17053,19579636
17047,19589073
17049,19590249
17051,19590279
17045,19591514
17063,19592623
17075,19592668
17081,19594769
17073,19597133
17077,19597150
17087,19599331
17083,19599561
17085,19599570
17043,19600590
17089,19670711
17091,19683567
17093,19714433
17095,19714527
17109,19816442
17097,19818440
17105,19834517
17107,19834537
17099,19836716
17101,19838208
17103,19838281
17111,19897953
17113,19898109
17115,19921676
17117,19926275
17123,19933422
17125,19933813
17139,19938777
17127,19939853
17129,19939875
17135,19940918
17137,19953651
17141,19953686
17119,19955204
17121,19957471
17133,19957479
17151,19967295
17155,19968873
17147,19973173
17145,19974082
17143,19982659
17157,19982876
17161,19994203
17163,20039984
17165,20047032
17169,20054926
17171,20054941
17173,20054978
17175,20054979
17177,20054999
17167,20066120
17179,20066371
17189,20066413
17191,20066537
17195,20071200
17183,20081148
17185,20081180
17187,20081189
17197,20234313
17199,20238950
17203,20292075
18001,20294789
17201,20298594
18007,20322106
18009,20332913
18003,20334572
18005,20334595
18011,20335723
18013,20335753
18015,20338965
18027,20340010
18031,20349993
18029,20351628
18017,20353893
18037,20354717
18019,20356441
18021,20356444
18023,20356453
18025,20356456
18033,20361730
18035,20366563
18051,20385126
18045,20392009
18047,20392027
18049,20392047
18043,20393786
18041,20394136
18039,20394166
18053,20400640
18055,20407273
18057,20409429
18061,20425828
18063,20426647
18059,20427908
18065,20431237
18071,20434527
18075,20435040
18077,20435080
18067,20444447
18069,20444462
18073,20450069
18079,20455845
18085,20458426
18081,20459062
18083,20459106
18087,20462212
18089,20514338
18091,20534549
18093,20540072
18095,20545713
18101,20615816
18097,20644585
18099,20644590
18103,20653539
18105,20653540
18107,20655635
18117,20655699
18109,20656314
18111,20656352
18115,20659483
18113,20661320
18125,20664331
18121,20665889
18119,20666634
18131,20666901
18123,20666992
18135,20681836
18129,20688894
18127,20689907
18133,20693689
18137,20693805
18139,20693857
18143,20706460
18155,20708470
18153,20709546
18147,20715372
18149,20718016
18141,20720920
18145,20729044
18161,20729431
18151,20730944
18159,20734842
18157,20736820
19003,20756692
18183,20758500
18165,20758636
19005,20759868
18163,20761560
19009,20764147
19007,20764458
19019,20764527
18175,20764726
18171,20764806
19021,20765728
19001,20765988
18181,20766645
18179,20766767
18167,20766914
18169,20766931
19023,20767673
19025,20768905
18173,20769325
18177,20769458
19017,20782946
19041,20785018
19043,20785039
19101,20785696
19015,20787111
19011,20787420
19013,20788025
19027,20789546
19029,20791053
19031,20793087
19033,20793970
19053,20794061
19051,20795339
19035,20798115
19097,20800163
19037,20800687
19039,20800690
19073,20801259
19055,20801299
19045,20801701
19047,20801730
19123,20803625
19087,20804057
19089,20804061
19075,20805332
19105,20807267
19057,20807410
19065,20808331
19059,20808366
19049,20809043
19091,20809425
19093,20809430
19095,20809442
19067,20810328
19103,20813087
19107,20813093
19109,20813112
19111,20813124
19077,20813167
19079,20813168
19069,20813399
19071,20813401
19081,20813418
19083,20813435
19085,20813471
19061,20813763
19063,20813772
19099,20813802
19147,20818500
19119,20819351
19121,20820592
19115,20825828
19113,20826082
19141,20830209
19143,20830214
19127,20834736
19129,20834758
19131,20834766
19151,20836247
19145,20836755
19117,20836787
19139,20837330
19125,20837992
19149,20838102
19135,20841926
19137,20841955
19153,20854801
19155,20868382
19191,20868585
19165,20869082
19175,20869209
19177,20869212
19189,20869215
19157,20870661
19159,20870673
19161,20870693
20047,20871042
20051,20871044
20017,20872173
20019,20872175
20023,20872789
20013,20872929
19163,20873882
19171,20873896
19173,20873904
20001,20874188
20003,20874202
19195,20874574
19197,20874577
19167,20875621
19169,20875664
19183,20876910
19185,20876916
19193,20877130
20039,20877153
19187,20877212
20007,20877430
20009,20877446
20011,20877466
20041,20877854
20043,20877866
20063,20878576
19179,20881497
19181,20881501
20031,20888410
20095,20892752
20021,20894312
20025,20894320
20027,20894461
20029,20894464
20033,20895361
20199,20897778
20093,20898341
20065,20899284
20067,20899301
20069,20899303
20071,20899305
20073,20899314
20075,20899316
20035,20900345
20037,20900365
20015,20900378
20077,20900876
20097,20901653
20101,20901674
20161,20901776
20163,20901781
20165,20901790
20167,20901799
20171,20901802
20099,20901810
20045,20902494
20049,20902499
20053,20902505
20055,20902531
20057,20904471
20061,20906590
20123,20908008
20105,20908187
20059,20908595
20113,20909922
20079,20910023
20081,20910026
20083,20910029
20085,20910037
20087,20910061
20089,20910062
20127,20910673
20129,20910676
20135,20913223
20137,20913227
20141,20913235
20143,20913242
20145,20913250
20133,20915016
20115,20915018
20119,20915021
20147,20915037
20149,20915049
20151,20915053
20153,20915055
20157,20915058
20159,20915059
20125,20915901
20107,20915903
20109,20915904
20111,20915913
20091,20915986
20103,20916002
20121,20916164
20187,20928818
20179,20929390
20181,20929733
20193,20963389
20195,20963390
20197,20963397
20203,20963398
20207,20964074
20183,20964758
20185,20964765
20189,20964769
20191,20964784
20175,20964796
21039,20965967
20205,20966434
20177,20969989
20173,20970520
21011,20977185
21013,20977194
21009,20982632
21003,20982999
21045,20984032
21043,20984069
21063,20985168
21001,20987928
21007,20990568
21023,20993806
21091,20993993
21019,20994137
21021,20994159
20209,20995822
21025,20996139
21017,20996151
21027,20996866
21065,20997471
21015,20999509
21029,21000144
21031,21000153
21033,21000192
21035,21000200
21081,21001904
21083,21001909
21085,21001914
21037,21004322
21089,21004395
21051,21005154
21053,21005177
21075,21005773
21077,21005833
21079,21005837
21047,21005985
21055,21006995
21057,21006998
21061,21007000
21073,21010828
21071,21011000
21087,21011002
21067,21011107
21069,21011137
21103,21017217
21099,21018111
21095,21019452
21097,21019475
21105,21020286
21101,21022033
21109,21026044
21107,21032114
21093,21032303
21113,21085417
21111,21088539
21115,21088542
21181,21097562
21171,21101914
21169,21102130
21119,21107028
21121,21107034
21123,21107037
21125,21107038
21129,21107039
21131,21107043
21133,21107045
21159,21107120
21161,21107152
21173,21107200
21175,21107208
21225,21107309
21163,21107599
21189,21107847
21187,21107869
21207,21107909
21177,21107973
21201,21108129
21135,21108217
21137,21108228
21143,21108301
21145,21108343
21147,21108349
21149,21108355
21199,21109395
21213,21109432
21165,21109452
21167,21109494
21185,21109543
21179,21110205
21223,21110437
21197,21110554
22013,21110650
21139,21111330
21141,21111344
21153,21111378
21155,21111394
21157,21111410
21229,21111659
21219,21111677
21203,21112148
21205,21112161
21215,21112189
21217,21112205
21117,21115252
21151,21115268
22007,21118237
22011,21118371
21209,21118963
21231,21119035
21237,21119859
22001,21119906
21191,21120334
22003,21121086
22005,21121094
21221,21122421
21233,21122443
21235,21122449
21195,21122468
22009,21122495
21211,21123008
21227,21123012
22025,21141275
22023,21141918
22015,21144862
22017,21153062
22027,21159529
22029,21159545
22031,21162283
22021,21170319
22019,21171581
22035,21187576
22037,21210379
22043,21210482
22033,21213062
22041,21213717
22039,21213852
22045,21217793
22049,21219665
22047,21225298
22065,21241982
22051,21255209
22055,21258899
22059,21259067
22061,21259252
22057,21261231
22067,21264723
22063,21265921
22069,21265948
22075,21287414
22077,21287452
22083,21288828
22085,21288849
22071,21290301
22073,21293624
22097,21298582
22101,21300021
22079,21301675
22081,21301681
22093,21307202
22095,21307218
22099,21318085
22113,21320487
22089,21323769
22087,21324132
22103,21348818
22123,21350305
22121,21353962
22107,21359054
22115,21359708
22105,21372096
22117,21373230
22125,21373257
22119,21373806
22109,21375552
22111,21375561
23021,21380161
23001,21382266
23027,21382284
23003,21383320
23007,21387219
23015,21390610
23017,21390620
23013,21390843
23025,21392138
23023,21392630
23005,21393624
23019,21394041
23009,21396595
23011,21396608
23029,21400313
24001,21405401
23031,21408003
24003,21465479
24005,21534768
24009,21536502
24011,21537145
24013,21560695
24015,21563035
24017,21596208
24019,21598022
24021,21630858
24023,21632192
24025,21666855
24027,21671975
24029,21673916
24031,21748476
24033,21916526
24035,21929692
24041,21952461
24037,21955249
24039,21955280
24043,21968448
24045,21989312
24047,21989331
24510,22103554
25001,22131058
25003,22131187
25007,22164545
25005,22175260
25009,22212542
25011,22214479
25013,22240863
25015,22241874
25017,22294690
25019,22306395
25021,22314453
25023,22361130
25025,22398595
26001,22423499
26003,22423500
25027,22434334
26011,22448177
26013,22448192
26005,22455770
26007,22455897
26009,22458096
26019,22466055
26017,22466783
26015,22468367
26029,22474877
26033,22483968
26021,22488342
26023,22488349
26047,22492997
26027,22502021
26035,22502038
26031,22502052
26025,22505983
26043,22511953
26041,22520474
26037,22521759
26039,22521794
26045,22533066
26057,22610531
26059,22611906
26061,22611954
26055,22612606
26049,22612933
26051,22612946
26067,22642393
26065,22644049
26073,22652727
26071,22656633
26069,22656972
26079,22667390
26075,22677195
26077,22678257
26085,22732071
26083,22732842
26081,22742757
26089,22744756
26087,22745738
26091,22760965
26097,22782455
26095,22785153
26093,22786811
26109,22894111
26099,22894838
26101,22895629
26103,22896705
26107,22903444
26113,22904446
26105,22905791
26111,22906324
26115,22922072
26117,22922364
26119,22922381
26123,22934246
26121,22949558
26129,23088425
26131,23088438
26135,23090846
26137,23091630
26133,23091645
26127,23091939
26141,23094363
26143,23094366
26139,23094985
26125,23095209
26145,23129037
26147,23150536
26149,23151274
26151,23160726
26157,23167878
26155,23167881
26159,23178416
26161,23204725
27001,23705632
26165,23707450
26163,23727599
27023,23743132
27015,23758031
27017,23758047
27027,23761881
27009,23762385
27013,23762411
27025,23763005
27005,23763741
27007,23763753
27019,23763950
27021,23764011
27003,23766068
27031,23776245
27033,23776247
27035,23779818
27047,23801372
27045,23803971
27051,23811624
27043,23812761
27039,23813389
27037,23813685
27041,23814864
27049,23814875
27103,23917376
27079,23927522
27059,23935578
27107,23958017
27061,23968408
27093,23968692
27077,23968751
27109,23971271
27057,23971920
27055,23972018
27099,23972270
27117,23972433
27091,23972745
27067,23972791
27071,23972833
27073,23972845
27075,23972871
27121,23973501
27081,23973614
27083,23973642
27053,23974029
27113,23974057
27115,23974069
27095,23977451
27097,23977465
27111,23977475
27133,24013186
27145,24014368
27167,24023367
27123,24028534
27131,24038095
27137,24045631
27139,24045712
28031,24070067
27159,24072208
27163,24072222
27147,24074099
27153,24076248
27165,24076304
28029,24076674
28013,24078868
28017,24078881
28021,24078883
28023,24078884
28025,24078888
28027,24078892
27141,24078972
28065,24087602
28003,24089815
28005,24089822
28009,24089823
28011,24089836
27173,24094165
28001,24094175
27171,24095188
28037,24096041
28041,24096081
28039,24096427
28043,24096428
28055,24100547
28035,24113473
28033,24115154
28045,24115444
29011,24122209
28155,24135331
28083,24135531
28085,24135534
28053,24135616
28125,24139267
28047,24141106
28123,24141307
29025,24145393
28075,24146001
28077,24146007
28079,24146014
28057,24146332
28067,24147167
28059,24151126
28061,24151128
28063,24151130
28069,24151132
28081,24151400
29017,24151524
28071,24158925
28049,24159377
28073,24159378
28101,24165874
28103,24165877
28161,24168064
29015,24169538
29009,24169859
28163,24170824
28089,24171966
28091,24171967
28127,24172738
28129,24172748
28131,24172750
28133,24172763
28137,24172774
28139,24172805
28145,24172812
28149,24172842
28117,24173129
28095,24173476
28099,24173501
29013,24173592
28087,24173978
28105,24173984
28107,24173991
28151,24174072
28153,24174075
28157,24174076
28159,24174080
28109,24174257
28111,24174259
28113,24174266
28093,24174272
28121,24174404
29019,24175510
29003,24176383
29007,24176416
29021,24177127
29001,24177131
29031,24177141
29027,24177974
29029,24177981
29023,24180758
29069,24219095
29039,24221150
29041,24222042
29043,24222080
29073,24223597
29037,24225359
29059,24225518
29063,24227073
29065,24228956
29067,24229000
29055,24229084
29047,24229324
29051,24229332
29053,24229346
29091,24260297
29077,24260570
29071,24261087
29095,24392769
29097,24395971
29105,24396506
29179,24402566
29123,24403843
29107,24407773
29111,24409834
29133,24410196
29135,24410211
29175,24411100
29109,24412242
29113,24412255
29157,24412858
29115,24413095
29117,24413096
29159,24415754
29121,24416032
29119,24416216
29099,24419006
29101,24419033
29161,24419739
29163,24419752
29145,24422768
29155,24422794
29169,24422836
29165,24422892
29131,24422913
29181,24423624
29167,24423804
29143,24429100
29187,24430893
29125,24431625
29127,24431640
29141,24431679
29185,24453144
29186,24453147
29183,24470587
29195,24595153
29209,24597744
29189,24598842
29201,24598910
29207,24600041
29217,24610933
29221,24611115
29223,24611127
29225,24611128
29213,24613751
30003,24641042
30005,24641050
30007,24647879
30001,24665068
30027,24670447
30009,24670558
30011,24670559
30021,24670661
30025,24672451
30015,24672511
30023,24672598
30017,24673382
30019,24673384
29510,24674088
30013,24674138
30079,24676598
30045,24678287
30033,24680698
30035,24680719
30037,24680720
30071,24681871
30075,24681888
30077,24681892
30055,24683993
30029,24698389
30039,24700889
30041,24700895
30043,24701195
31027,24702862
31029,24702865
30051,24705756
30069,24705847
30073,24705855
30047,24706025
30099,24706990
30101,24707011
30103,24707013
30107,24707561
30109,24707563
30049,24708503
30053,24709487
30065,24709610
31047,24712085
31049,24712086
31051,24712088
31053,24712095
30091,24719698
30059,24722010
30061,24722031
30057,24722829
30067,24723847
30105,24723927
30031,24724954
30063,24724973
31045,24725330
30083,24731832
30085,24731842
30087,24731844
31007,24732621
31009,24732625
31011,24732632
31013,24732641
31015,24732644
31017,24732645
31019,24732649
31035,24732765
31003,24732810
31117,24733554
30081,24734018
31113,24742422
30089,24743200
30093,24743249
30095,24743260
30097,24743269
31037,24744686
31039,24744717
31041,24744720
31043,24744722
31031,24747773
31033,24747774
31083,24748503
31091,24757419
31183,24757937
31001,24760280
31021,24760298
31023,24760427
31025,24760440
31071,24761704
30111,24762378
31123,24771592
31059,24773616
31065,24773629
31129,24785797
31069,24787639
31073,24787640
31077,24787642
31081,24788776
31087,24788777
31089,24788782
31093,24788784
31095,24788785
31097,24788786
31099,24789429
31101,24789447
31105,24789450
31107,24789461
31057,24789645
31061,24789652
31063,24789657
31067,24789691
31079,24789748
31055,24790156
31147,24791736
31149,24791737
31131,24796389
31133,24796392
31135,24796393
31137,24796405
31139,24797173
31143,24797179
31145,24797184
31125,24798011
31127,24799688
31161,24800559
31163,24800563
31165,24800565
31167,24800574
31169,24800579
31173,24800581
31175,24800582
31151,24816348
31121,24819036
31119,24821136
31179,24822041
31181,24822044
31111,24822099
31109,24828000
31155,24828182
31159,24832573
31157,24834791
31153,24834855
31177,24834885
31185,24840324
32001,24845498
32003,25853963
32009,25871213
32011,25871251
32005,25872379
32015,25874740
32013,25875023
32007,25877463
32017,25878909
32021,25907917
32019,25914017
32029,25937618
32023,25941572
32027,25944504
32033,26061257
32031,26063896
33001,26073686
32510,26075697
33003,26078344
33005,26089806
33007,26089824
33009,26089826
33011,26091038
33013,26092509
33015,26099855
33017,26100780
33019,26102825
34001,26148955
34003,26218397
34005,26280169
34007,26346918
34009,26407723
34011,26413790
34013,26492807
34015,26528793
34017,26574177
34019,26598909
34021,26828153
34023,26898041
34025,26948340
34027,26974027
34029,27059543
34031,27103935
34033,27104919
34035,27141292
34037,27181988
34039,27224970
34041,27252529
35007,27293049
35006,27293343
35045,27305796
35009,27306232
35001,27307776
35017,27312905
35005,27313596
35037,27320907
35028,27320996
35029,27320997
35015,27324776
35035,27324800
35019,27326536
35027,27326547
35047,27332379
35013,27337049
35039,27337070
35041,27337217
35043,27338428
35051,27354269
35049,27355381
35059,27357904
35053,27358115
35055,27358120
35057,27358131
36003,27365711
36001,27376552
35061,27379687
36015,27398898
36007,27406020
36011,27410357
36005,27411195
36009,27411331
36019,27414759
36013,27416302
36025,27418147
36021,27418570
36023,27418589
36017,27418714
36027,27451133
36031,27469923
36039,27473556
36041,27473560
36033,27475014
36029,27480067
36043,27482230
36035,27492726
36037,27492738
36045,27503175
36049,27559264
36051,27562172
36053,27564060
36047,27568091
36055,27619548
36057,27622696
36059,27688033
36061,27703699
36065,27720121
36063,27720769
36067,27738921
36069,27740073
36073,27753355
36071,27774567
36077,27777590
36075,27784202
36079,27784719
36081,27878118
36083,27886152
36085,27909120
36089,27923304
36087,27930609
36095,27930738
36097,27930745
36091,27933776
36099,27934081
36101,27936827
36093,27947355
36109,28042113
36107,28042274
36113,28047325
36103,28049669
36105,28053023
36117,28055556
36115,28057773
36111,28060101
36123,28078780
36121,28079648
36119,28080538
37001,28096999
37013,28099866
37015,28099869
37007,28102651
37009,28102681
37003,28103155
37011,28105496
37005,28105737
37017,28106440
37019,28122548
37023,28128831
37021,28138547
37025,28158906
37027,28161671
37029,28161698
37031,28167873
37035,28179661
37033,28183005
37041,28184723
37043,28187575
37045,28190029
37039,28192635
37037,28192653
37047,28198282
37049,28201605
37053,28232229
37055,28232301
37051,28232385
37061,28249269
37059,28255304
37057,28262163
37063,28279026
37065,28279079
37067,28311936
37069,28319486
37079,28343681
37071,28349328
37073,28352781
37075,28352818
37077,28352821
37083,28389504
37081,28390830
37087,28398357
37085,28398401
37091,28410091
37095,28413354
37089,28413930
37093,28414620
37097,28430593
37099,28433823
37103,28458047
37101,28461911
37113,28462365
37115,28467871
37117,28468747
37111,28469970
37105,28470505
37107,28473451
37109,28473490
37119,28583927
37121,28585016
37123,28585795
37127,28591100
37125,28591711
37131,28608436
37137,28617359
37135,28619138
37129,28620314
37133,28620348
37139,28629535
37143,28631444
37149,28632178
37141,28635755
37145,28637640
37147,28642902
37151,28655888
37153,28656382
37155,28660331
37157,28666185
37159,28676406
37167,28676481
37165,28683175
37161,28684086
37163,28684100
37173,28690640
37177,28691691
37171,28692108
37175,28692138
37169,28702297
37179,28708602
37181,28708648
37185,28754647
37187,28758732
38001,28775893
37189,28776642
37183,28779899
38007,28780742
38091,28781180
38009,28782016
38011,28782019
38013,28782032
37191,28783356
37193,28784741
37195,28786493
38019,28787938
38021,28787940
38023,28787945
38025,28787949
38029,28787952
38031,28787955
38033,28787956
37197,28790574
37199,28790613
38015,28791896
38037,28792612
38017,28793550
38003,28794765
38005,28794775
38093,28795853
38041,28797816
38043,28797820
38045,28797827
38049,28797850
38051,28797863
38053,28797869
38055,28797872
38057,28797875
38081,28797902
38095,28799079
38097,28799091
38083,28801517
38087,28801519
38089,28801528
38035,28802772
38039,28802782
38079,28803410
38103,28803426
38105,28803428
38059,28817374
38061,28817385
38063,28817389
38065,28817390
38067,28818980
38069,28818986
38071,28819007
39001,28819108
38101,28819953
38075,28821698
38077,28821866
39003,28821894
38073,28823720
38099,28823734
39005,28824804
39007,28829529
39009,28830916
39011,28831357
39013,28838025
39015,28860991
39017,28884020
39019,28888850
39021,28893348
39023,28916545
39025,28926979
39031,28934684
39027,28940442
39029,28940455
39033,28945817
39035,29200940
39037,29209661
39039,29209767
39041,29226474
39043,29235797
39045,29241259
39047,29241264
39049,29382735
39051,29388390
39053,29389389
39059,29396137
39055,29398313
39057,29400338
39065,29474494
39063,29475116
39069,29476902
39061,29477481
39067,29477497
39073,29482873
39071,29483083
39077,29489509
39075,29489702
39081,29495181
39079,29496329
39083,29499104
39085,29526846
39087,29527353
39089,29535123
39091,29538826
39093,29578915
39095,29642306
39097,29646331
39099,29659932
39101,29679417
39105,29690067
39103,29690656
39111,29691251
39107,29693507
39109,29694574
39115,29807535
39117,29809463
39113,29810901
39127,29813179
39123,29816666
39131,29817344
39119,29817415
39121,29817431
39125,29817436
39129,29817554
39135,29840104
39137,29846019
39133,29859082
39139,29859174
39141,29859601
39143,29863509
39145,29875843
39147,29875854
39149,29881528
39151,29943093
39153,30032840
39155,30052934
39157,30068115
39163,30068155
39161,30072481
39159,30075929
39165,30093900
39167,30097178
39169,30100726
39171,30101046
40003,30106999
40013,30113600
40011,30113710
39173,30114588
39175,30114596
40005,30116465
40007,30116478
40009,30116512
40001,30118918
40015,30123611
40017,30133709
40019,30133729
40023,30137289
40025,30137305
40021,30140051
40029,30162245
40027,30164816
40033,30169123
40035,30171353
